Info 0    [22:58:41.572] Starting TS Server
Info 1140 [23:05:05.194] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 130 structureChanged: false Elapsed: 36.88542500138283ms
Info 1141 [23:05:05.194] Different program with same set of files:: structureIsReused:: 2
Info 1142 [23:05:06.069] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1143 [23:05:06.128] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 131 structureChanged: false Elapsed: 58.46311700344086ms
Info 1144 [23:05:06.128] Different program with same set of files:: structureIsReused:: 2
Info 1145 [23:05:06.701] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1146 [23:05:06.734] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 132 structureChanged: false Elapsed: 32.86225499212742ms
Info 1147 [23:05:06.734] Different program with same set of files:: structureIsReused:: 2
Info 1148 [23:05:07.493] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1149 [23:05:07.522] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 133 structureChanged: false Elapsed: 28.982731997966766ms
Info 1150 [23:05:07.522] Different program with same set of files:: structureIsReused:: 2
Info 1151 [23:05:09.064] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1152 [23:05:09.095] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 134 structureChanged: false Elapsed: 30.63204400241375ms
Info 1153 [23:05:09.095] Different program with same set of files:: structureIsReused:: 2
Info 1154 [23:05:09.096] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1155 [23:05:09.131] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 135 structureChanged: false Elapsed: 34.546755000948906ms
Info 1156 [23:05:09.131] Different program with same set of files:: structureIsReused:: 2
Info 1157 [23:05:09.136] getCompletionData: Get current token: 0.03524699807167053
Info 1158 [23:05:09.137] getCompletionData: Is inside comment: 0.011482000350952148
Info 1159 [23:05:09.137] getCompletionData: Get previous token 1: 0.14788000285625458
Info 1160 [23:05:09.137] getCompletionsAtPosition: isCompletionListBlocker: 0.018815994262695312
Info 1161 [23:05:09.137] Returning an empty list because completion was requested in an invalid position.
Info 1162 [23:05:09.139] getCompletionData: Get current token: 0.027121007442474365
Info 1163 [23:05:09.139] getCompletionData: Is inside comment: 0.010178998112678528
Info 1164 [23:05:09.139] getCompletionData: Get previous token 1: 0.09659300744533539
Info 1165 [23:05:09.139] getCompletionsAtPosition: isCompletionListBlocker: 0.01568000018596649
Info 1166 [23:05:09.140] Returning an empty list because completion was requested in an invalid position.
Info 1167 [23:05:09.140] getCompletionData: Get current token: 0.02562899887561798
Info 1168 [23:05:09.140] getCompletionData: Is inside comment: 0.009306997060775757
Info 1169 [23:05:09.140] getCompletionData: Get previous token 1: 0.09827600419521332
Info 1170 [23:05:09.141] getCompletionsAtPosition: isCompletionListBlocker: 0.016060009598731995
Info 1171 [23:05:09.141] Returning an empty list because completion was requested in an invalid position.
Info 1172 [23:05:09.257] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1173 [23:05:09.290] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 136 structureChanged: false Elapsed: 32.25485698878765ms
Info 1174 [23:05:09.290] Different program with same set of files:: structureIsReused:: 2
Info 1175 [23:05:09.290] getCompletionData: Get current token: 0.027070999145507812
Info 1176 [23:05:09.291] getCompletionData: Is inside comment: 0.010049000382423401
Info 1177 [23:05:09.291] getCompletionData: Get previous token 1: 0.10158200562000275
Info 1178 [23:05:09.291] getCompletionsAtPosition: isCompletionListBlocker: 0.015379011631011963
Info 1179 [23:05:09.291] Returning an empty list because completion was requested in an invalid position.
Info 1180 [23:05:09.293] getCompletionData: Get current token: 0.025789007544517517
Info 1181 [23:05:09.293] getCompletionData: Is inside comment: 0.010130003094673157
Info 1182 [23:05:09.293] getCompletionData: Get previous token 1: 0.09410800039768219
Info 1183 [23:05:09.293] getCompletionsAtPosition: isCompletionListBlocker: 0.014778003096580505
Info 1184 [23:05:09.293] Returning an empty list because completion was requested in an invalid position.
Info 1185 [23:05:09.294] getCompletionData: Get current token: 0.025367990136146545
Info 1186 [23:05:09.294] getCompletionData: Is inside comment: 0.009327992796897888
Info 1187 [23:05:09.294] getCompletionData: Get previous token 1: 0.09502999484539032
Info 1188 [23:05:09.294] getCompletionsAtPosition: isCompletionListBlocker: 0.013735994696617126
Info 1189 [23:05:09.294] Returning an empty list because completion was requested in an invalid position.
Info 1190 [23:05:09.548] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1191 [23:05:09.561] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 137 structureChanged: false Elapsed: 13.33118899166584ms
Info 1192 [23:05:09.561] Different program with same set of files:: structureIsReused:: 2
Info 1193 [23:05:10.061] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1194 [23:05:10.089] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 138 structureChanged: false Elapsed: 27.408431991934776ms
Info 1195 [23:05:10.089] Different program with same set of files:: structureIsReused:: 2
Info 1196 [23:05:10.709] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1197 [23:05:10.731] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 139 structureChanged: false Elapsed: 22.2486329972744ms
Info 1198 [23:05:10.732] Different program with same set of files:: structureIsReused:: 2
Info 1199 [23:05:11.501] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1200 [23:05:11.525] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 140 structureChanged: false Elapsed: 23.856025993824005ms
Info 1201 [23:05:11.525] Different program with same set of files:: structureIsReused:: 2
Info 1202 [23:05:15.614] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1203 [23:05:15.632] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 141 structureChanged: false Elapsed: 17.688117995858192ms
Info 1204 [23:05:15.632] Different program with same set of files:: structureIsReused:: 2
Info 1205 [23:05:16.286] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1206 [23:05:16.305] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 142 structureChanged: false Elapsed: 18.89131499826908ms
Info 1207 [23:05:16.305] Different program with same set of files:: structureIsReused:: 2
Info 1208 [23:05:18.518] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1209 [23:05:18.541] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 143 structureChanged: false Elapsed: 22.842254996299744ms
Info 1210 [23:05:18.541] Different program with same set of files:: structureIsReused:: 2
Info 1211 [23:05:19.317] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1212 [23:05:19.334] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 144 structureChanged: false Elapsed: 16.527711004018784ms
Info 1213 [23:05:19.334] Different program with same set of files:: structureIsReused:: 2
Info 1214 [23:05:23.918] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1215 [23:05:23.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 145 structureChanged: false Elapsed: 27.945337995886803ms
Info 1216 [23:05:23.946] Different program with same set of files:: structureIsReused:: 2
Info 1217 [23:05:25.374] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1218 [23:05:25.401] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 146 structureChanged: false Elapsed: 26.80826500058174ms
Info 1219 [23:05:25.401] Different program with same set of files:: structureIsReused:: 2
Info 1220 [23:05:26.229] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1221 [23:05:26.263] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 147 structureChanged: false Elapsed: 33.77103599905968ms
Info 1222 [23:05:26.263] Different program with same set of files:: structureIsReused:: 2
Info 1223 [23:05:27.310] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1224 [23:05:27.338] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 148 structureChanged: false Elapsed: 27.99177698791027ms
Info 1225 [23:05:27.338] Different program with same set of files:: structureIsReused:: 2
Info 1226 [23:05:30.566] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1227 [23:05:30.600] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 149 structureChanged: false Elapsed: 33.84991601109505ms
Info 1228 [23:05:30.600] Different program with same set of files:: structureIsReused:: 2
Info 1229 [23:05:31.559] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1230 [23:05:31.585] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 150 structureChanged: false Elapsed: 25.694745004177094ms
Info 1231 [23:05:31.585] Different program with same set of files:: structureIsReused:: 2
Info 1232 [23:05:31.907] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1233 [23:05:31.934] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 151 structureChanged: false Elapsed: 26.351519986987114ms
Info 1234 [23:05:31.934] Different program with same set of files:: structureIsReused:: 2
Info 1235 [23:05:31.935] getCompletionData: Get current token: 0.02648000419139862
Info 1236 [23:05:31.935] getCompletionData: Is inside comment: 0.009718000888824463
Info 1237 [23:05:31.935] getCompletionData: Get previous token 1: 0.13284099102020264
Info 1238 [23:05:31.935] getCompletionsAtPosition: isCompletionListBlocker: 0.016752004623413086
Info 1239 [23:05:31.935] Returning an empty list because completion was requested in an invalid position.
Info 1240 [23:05:31.941] getCompletionData: Get current token: 0.029686003923416138
Info 1241 [23:05:31.941] getCompletionData: Is inside comment: 0.010298997163772583
Info 1242 [23:05:31.941] getCompletionData: Get previous token 1: 0.1040869951248169
Info 1243 [23:05:31.941] getCompletionsAtPosition: isCompletionListBlocker: 0.01565900444984436
Info 1244 [23:05:31.941] Returning an empty list because completion was requested in an invalid position.
Info 1245 [23:05:31.944] getCompletionData: Get current token: 0.02894499897956848
Info 1246 [23:05:31.944] getCompletionData: Is inside comment: 0.010308995842933655
Info 1247 [23:05:31.944] getCompletionData: Get previous token 1: 0.1050489991903305
Info 1248 [23:05:31.944] getCompletionsAtPosition: isCompletionListBlocker: 0.01450800895690918
Info 1249 [23:05:31.945] Returning an empty list because completion was requested in an invalid position.
Info 1250 [23:05:32.413] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1251 [23:05:32.437] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 152 structureChanged: false Elapsed: 23.056853994727135ms
Info 1252 [23:05:32.437] Different program with same set of files:: structureIsReused:: 2
Info 1253 [23:05:35.134] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1254 [23:05:35.161] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 153 structureChanged: false Elapsed: 27.120024994015694ms
Info 1255 [23:05:35.161] Different program with same set of files:: structureIsReused:: 2
Info 1256 [23:05:39.104] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1257 [23:05:39.134] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 154 structureChanged: false Elapsed: 29.604129001498222ms
Info 1258 [23:05:39.134] Different program with same set of files:: structureIsReused:: 2
Info 1259 [23:05:40.262] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1260 [23:05:40.299] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 155 structureChanged: false Elapsed: 36.53713299334049ms
Info 1261 [23:05:40.299] Different program with same set of files:: structureIsReused:: 2
Info 1262 [23:06:04.079] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1263 [23:06:04.094] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 156 structureChanged: false Elapsed: 15.209114998579025ms
Info 1264 [23:06:04.095] Different program with same set of files:: structureIsReused:: 2
Info 1265 [23:06:04.767] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1266 [23:06:04.799] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 157 structureChanged: false Elapsed: 31.690779000520706ms
Info 1267 [23:06:04.799] Different program with same set of files:: structureIsReused:: 2
Info 1268 [23:06:11.167] Search path: /home/dotangad/src/scripting/timetable-gcal
Info 1269 [23:06:11.168] For info: /home/dotangad/src/scripting/timetable-gcal/quickstart.js :: No config files found.
Info 1270 [23:06:11.174] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1271 [23:06:11.522] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 1 structureChanged: true Elapsed: 348.50597900152206ms
Info 1272 [23:06:11.522] Project '/dev/null/inferredProject2*' (Inferred)
Info 1273 [23:06:11.522] 	Files (512)

Info 1274 [23:06:11.523] -----------------------------------------------
Info 1275 [23:06:11.995] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1276 [23:06:12.117] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 2 structureChanged: true Elapsed: 122.61896899342537ms
Info 1277 [23:06:12.118] Project '/dev/null/inferredProject2*' (Inferred)
Info 1278 [23:06:12.118] 	Files (586)

Info 1279 [23:06:12.118] -----------------------------------------------
Info 1280 [23:06:14.245] Before ensureProjectForOpenFiles:
Info 1281 [23:06:14.245] After ensureProjectForOpenFiles:
Info 1282 [23:06:14.245] got projects updated in background, updating diagnostics for /home/dotangad/src/scripting/timetable-gcal/org.js,/home/dotangad/src/scripting/timetable-gcal/quickstart.js
Info 1283 [23:06:17.836] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1284 [23:06:17.897] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 3 structureChanged: false Elapsed: 61.75541900098324ms
Info 1285 [23:06:17.898] Different program with same set of files:: structureIsReused:: 2
Info 1286 [23:06:18.445] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1287 [23:06:18.505] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 4 structureChanged: false Elapsed: 59.90021699666977ms
Info 1288 [23:06:18.505] Different program with same set of files:: structureIsReused:: 2
Info 1289 [23:06:18.765] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1290 [23:06:18.813] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 5 structureChanged: false Elapsed: 47.37804800271988ms
Info 1291 [23:06:18.813] Different program with same set of files:: structureIsReused:: 2
Info 1292 [23:06:19.057] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1293 [23:06:19.081] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 6 structureChanged: false Elapsed: 23.226854994893074ms
Info 1294 [23:06:19.081] Different program with same set of files:: structureIsReused:: 2
Info 1295 [23:06:19.163] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1296 [23:06:19.202] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 7 structureChanged: false Elapsed: 38.78038001060486ms
Info 1297 [23:06:19.202] Different program with same set of files:: structureIsReused:: 2
Info 1298 [23:06:19.821] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1299 [23:06:19.868] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 8 structureChanged: false Elapsed: 46.088187009096146ms
Info 1300 [23:06:19.868] Different program with same set of files:: structureIsReused:: 2
Info 1301 [23:06:19.872] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1302 [23:06:19.906] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 9 structureChanged: false Elapsed: 34.326388001441956ms
Info 1303 [23:06:19.906] Different program with same set of files:: structureIsReused:: 2
Info 1304 [23:06:20.109] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1305 [23:06:20.126] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 10 structureChanged: false Elapsed: 16.88214299082756ms
Info 1306 [23:06:20.126] Different program with same set of files:: structureIsReused:: 2
Info 1307 [23:06:21.448] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1308 [23:06:21.486] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 11 structureChanged: false Elapsed: 37.22268199920654ms
Info 1309 [23:06:21.486] Different program with same set of files:: structureIsReused:: 2
Info 1310 [23:06:21.502] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1311 [23:06:21.541] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 12 structureChanged: false Elapsed: 39.379615008831024ms
Info 1312 [23:06:21.541] Different program with same set of files:: structureIsReused:: 2
Info 1313 [23:06:21.615] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1314 [23:06:21.634] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 13 structureChanged: false Elapsed: 18.895192995667458ms
Info 1315 [23:06:21.634] Different program with same set of files:: structureIsReused:: 2
Info 1316 [23:06:21.706] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1317 [23:06:21.745] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 14 structureChanged: false Elapsed: 38.60988900065422ms
Info 1318 [23:06:21.745] Different program with same set of files:: structureIsReused:: 2
Info 1319 [23:06:21.995] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1320 [23:06:22.011] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 15 structureChanged: false Elapsed: 15.526334002614021ms
Info 1321 [23:06:22.011] Different program with same set of files:: structureIsReused:: 2
Info 1322 [23:06:24.796] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1323 [23:06:24.830] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 16 structureChanged: false Elapsed: 33.65759100019932ms
Info 1324 [23:06:24.830] Different program with same set of files:: structureIsReused:: 2
Info 1325 [23:06:25.040] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1326 [23:06:25.073] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 17 structureChanged: false Elapsed: 32.90452699363232ms
Info 1327 [23:06:25.073] Different program with same set of files:: structureIsReused:: 2
Info 1328 [23:06:25.743] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1329 [23:06:25.773] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 18 structureChanged: false Elapsed: 29.70057000219822ms
Info 1330 [23:06:25.773] Different program with same set of files:: structureIsReused:: 2
Info 1331 [23:06:26.615] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1332 [23:06:26.635] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 19 structureChanged: false Elapsed: 19.562034994363785ms
Info 1333 [23:06:26.635] Different program with same set of files:: structureIsReused:: 2
Info 1334 [23:06:27.270] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1335 [23:06:27.287] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 20 structureChanged: false Elapsed: 17.662147998809814ms
Info 1336 [23:06:27.288] Different program with same set of files:: structureIsReused:: 2
Info 1337 [23:06:27.590] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1338 [23:06:27.612] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 21 structureChanged: false Elapsed: 22.333603993058205ms
Info 1339 [23:06:27.612] Different program with same set of files:: structureIsReused:: 2
Info 1340 [23:06:27.973] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1341 [23:06:28.001] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 22 structureChanged: false Elapsed: 27.345060989260674ms
Info 1342 [23:06:28.001] Different program with same set of files:: structureIsReused:: 2
Info 1343 [23:06:30.838] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1344 [23:06:30.870] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 23 structureChanged: false Elapsed: 32.367418989539146ms
Info 1345 [23:06:30.871] Different program with same set of files:: structureIsReused:: 2
Info 1346 [23:06:35.107] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1347 [23:06:35.140] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 24 structureChanged: false Elapsed: 32.83099800348282ms
Info 1348 [23:06:35.140] Different program with same set of files:: structureIsReused:: 2
Info 1349 [23:06:36.501] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1350 [23:06:36.545] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 25 structureChanged: false Elapsed: 44.074343010783195ms
Info 1351 [23:06:36.545] Different program with same set of files:: structureIsReused:: 2
Info 1352 [23:06:36.562] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1353 [23:06:36.594] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 26 structureChanged: false Elapsed: 31.526458010077477ms
Info 1354 [23:06:36.594] Different program with same set of files:: structureIsReused:: 2
Info 1355 [23:06:36.878] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1356 [23:06:36.898] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 27 structureChanged: false Elapsed: 19.445877000689507ms
Info 1357 [23:06:36.898] Different program with same set of files:: structureIsReused:: 2
Info 1358 [23:06:37.082] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1359 [23:06:37.112] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 28 structureChanged: false Elapsed: 30.647734001278877ms
Info 1360 [23:06:37.112] Different program with same set of files:: structureIsReused:: 2
Info 1361 [23:06:37.814] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1362 [23:06:37.851] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 29 structureChanged: false Elapsed: 36.022881001234055ms
Info 1363 [23:06:37.851] Different program with same set of files:: structureIsReused:: 2
Info 1364 [23:06:38.207] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1365 [23:06:38.235] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 30 structureChanged: false Elapsed: 28.208004996180534ms
Info 1366 [23:06:38.235] Different program with same set of files:: structureIsReused:: 2
Info 1367 [23:06:38.486] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1368 [23:06:38.500] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 31 structureChanged: false Elapsed: 13.837767004966736ms
Info 1369 [23:06:38.500] Different program with same set of files:: structureIsReused:: 2
Info 1370 [23:06:38.566] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1371 [23:06:38.596] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 32 structureChanged: false Elapsed: 29.830295994877815ms
Info 1372 [23:06:38.596] Different program with same set of files:: structureIsReused:: 2
Info 1373 [23:06:38.597] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1374 [23:06:38.619] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 33 structureChanged: false Elapsed: 21.1144749969244ms
Info 1375 [23:06:38.619] Different program with same set of files:: structureIsReused:: 2
Info 1376 [23:06:38.726] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1377 [23:06:38.761] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 34 structureChanged: false Elapsed: 35.118426993489265ms
Info 1378 [23:06:38.761] Different program with same set of files:: structureIsReused:: 2
Info 1379 [23:06:39.613] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1380 [23:06:39.645] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 35 structureChanged: false Elapsed: 32.56954300403595ms
Info 1381 [23:06:39.646] Different program with same set of files:: structureIsReused:: 2
Info 1382 [23:06:43.434] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1383 [23:06:43.468] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 36 structureChanged: false Elapsed: 33.37491700053215ms
Info 1384 [23:06:43.468] Different program with same set of files:: structureIsReused:: 2
Info 1385 [23:06:43.608] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1386 [23:06:43.668] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 37 structureChanged: false Elapsed: 59.62221999466419ms
Info 1387 [23:06:43.668] Different program with same set of files:: structureIsReused:: 2
Info 1388 [23:06:43.759] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1389 [23:06:43.838] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 38 structureChanged: false Elapsed: 79.2347020059824ms
Info 1390 [23:06:43.838] Different program with same set of files:: structureIsReused:: 2
Info 1391 [23:06:44.053] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1392 [23:06:44.065] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 39 structureChanged: false Elapsed: 12.556243002414703ms
Info 1393 [23:06:44.065] Different program with same set of files:: structureIsReused:: 2
Info 1394 [23:06:44.583] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1395 [23:06:44.616] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 40 structureChanged: false Elapsed: 32.71781300008297ms
Info 1396 [23:06:44.616] Different program with same set of files:: structureIsReused:: 2
Info 1397 [23:06:45.561] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1398 [23:06:45.590] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 41 structureChanged: false Elapsed: 28.603192999958992ms
Info 1399 [23:06:45.590] Different program with same set of files:: structureIsReused:: 2
Info 1400 [23:06:45.663] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1401 [23:06:45.677] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 42 structureChanged: false Elapsed: 14.03217700123787ms
Info 1402 [23:06:45.677] Different program with same set of files:: structureIsReused:: 2
Info 1403 [23:06:45.728] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1404 [23:06:45.761] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 43 structureChanged: false Elapsed: 32.239076003432274ms
Info 1405 [23:06:45.761] Different program with same set of files:: structureIsReused:: 2
Info 1406 [23:06:46.797] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1407 [23:06:46.830] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 44 structureChanged: false Elapsed: 33.20179000496864ms
Info 1408 [23:06:46.830] Different program with same set of files:: structureIsReused:: 2
Info 1409 [23:06:46.833] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1410 [23:06:46.865] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 45 structureChanged: false Elapsed: 32.01517200469971ms
Info 1411 [23:06:46.865] Different program with same set of files:: structureIsReused:: 2
Info 1412 [23:06:46.994] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1413 [23:06:47.031] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 46 structureChanged: false Elapsed: 36.309643998742104ms
Info 1414 [23:06:47.031] Different program with same set of files:: structureIsReused:: 2
Info 1415 [23:06:47.829] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1416 [23:06:47.861] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 47 structureChanged: false Elapsed: 31.997308999300003ms
Info 1417 [23:06:47.861] Different program with same set of files:: structureIsReused:: 2
Info 1418 [23:06:47.864] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1419 [23:06:47.899] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 48 structureChanged: false Elapsed: 34.66637100279331ms
Info 1420 [23:06:47.899] Different program with same set of files:: structureIsReused:: 2
Info 1421 [23:06:48.350] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1422 [23:06:48.384] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 49 structureChanged: false Elapsed: 33.86523400247097ms
Info 1423 [23:06:48.385] Different program with same set of files:: structureIsReused:: 2
